JobID,DateTime,LabelColumn,ModelTrainingTime,Description,ColumnRemoved,Algorithm,Seed,Iterations,MaxBinNumber,LearningRate,GeometricMean,MCCMetric,F1ScoreMetric,AucPrecisionRecallMetric,PositivePrecisionMetric,PositiveRecallMetric,NegativePrecisionMetric,NegativeRecallMetric
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,17.32,Removed: TripleCrowns,TripleCrowns,Gam,100,7046,199,0.0006,0.6636,0.7794,0.6834,0.7572,0.7663,0.6182,0.9667,0.9832
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,16.96,Removed: GoldGloves,GoldGloves,Gam,100,7046,199,0.0006,0.6673,0.782,0.687,0.7598,0.7689,0.6223,0.9671,0.9834
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,17.47,Removed: MajorLeaguePlayerOfTheYearAwards,MajorLeaguePlayerOfTheYearAwards,Gam,100,7046,199,0.0006,0.6636,0.7794,0.6834,0.757,0.7663,0.6182,0.9667,0.9832
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,17.11,Removed: TB,TB,Gam,100,7046,199,0.0006,0.6715,0.7822,0.69,0.7566,0.7778,0.6223,0.9671,0.9841
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,17.16,Removed: TotalPlayerAwards,TotalPlayerAwards,Gam,100,7046,199,0.0006,0.6608,0.7775,0.6808,0.7501,0.7639,0.6154,0.9665,0.9831
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,66.61,Baseline,Baseline,Gam,100,25331,643,0.0019,0.6899,0.7956,0.7081,0.7979,0.7899,0.6433,0.9689,0.9847
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,64.66,Removed: YearsPlayed,YearsPlayed,Gam,100,25331,643,0.0019,0.6822,0.7878,0.7001,0.7782,0.7891,0.6303,0.9678,0.985
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,63.67,Removed: AB,AB,Gam,100,25331,643,0.0019,0.6881,0.7947,0.7064,0.7974,0.7877,0.642,0.9688,0.9846
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,64.25,Removed: R,R,Gam,100,25331,643,0.0019,0.6882,0.7968,0.7071,0.7993,0.7838,0.6456,0.9691,0.9841
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,63.84,Removed: H,H,Gam,100,25331,643,0.0019,0.6849,0.7919,0.7033,0.7982,0.7868,0.6374,0.9684,0.9846
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,64.05,Removed: Doubles,Doubles,Gam,100,25331,643,0.0019,0.6949,0.8022,0.7136,0.794,0.7873,0.6543,0.9698,0.9842
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,63.9,Removed: Triples,Triples,Gam,100,25331,643,0.0019,0.6911,0.795,0.709,0.7981,0.7936,0.642,0.9688,0.9851
bb1dd7f1-0804-441b-9c13-9493c22caee6,5/9/2020 12:13:45 AM,OnHallOfFameBallot,62.97,Removed: HR,HR,Gam,100,25331,643,0.0019,0.6867,0.7937,0.7052,0.7964,0.7869,0.6401,0.9686,0.9846
